교통사고이력ID(사고기록 순서),발생년월일시,주야코드,요일코드,사망자수,부상자수,발생지시도코드,발생지시도코드.1,사고유형대분류코드,사고유형중분류코드,법규위반코드
28830,2018-02-21 18,야간,수,1,1,경기,의정부시,차대사람,기타,안전운전 의무 불이행
28831,2018-12-15 00,야간,토,1,1,전남,화순군,차대사람,차도통행중,안전운전 의무 불이행
28832,2018-03-12 20,야간,월,1,1,부산,부산진구,차대사람,횡단중,안전운전 의무 불이행
28833,2018-08-04 15,주간,토,1,1,전남,나주시,차대차,측면충돌,안전운전 의무 불이행
28834,2018-05-02 19,야간,수,1,1,경기,하남시,차대사람,횡단중,신호위반
28835,2018-03-26 05,야간,월,1,1,서울,양천구,차대사람,횡단중,안전운전 의무 불이행
28836,2018-05-21 11,주간,월,1,1,경남,창원시(통합),차대사람,횡단중,안전운전 의무 불이행
28837,2018-08-03 23,야간,금,1,1,경북,영주시,차대사람,기타,안전운전 의무 불이행
28838,2018-09-01 00,야간,토,1,1,충남,홍성군,차량단독,공작물충돌,안전운전 의무 불이행
28839,2018-07-21 10,주간,토,1,1,충북,진천군,차대차,기타,안전운전 의무 불이행
28840,2018-10-20 07,주간,토,1,1,전남,영암군,차대사람,횡단중,보행자 보호의무 위반
28841,2018-04-30 06,주간,월,1,2,인천,계양구,차대차,정면충돌,중앙선 침범
28842,2018-02-27 20,야간,화,1,1,경기,안산시,차대사람,횡단중,보행자 보호의무 위반
28843,2018-09-01 06,주간,토,1,1,충남,홍성군,차대차,측면충돌,교차로 통행방법 위반
28844,2018-04-28 21,야간,토,1,1,충남,당진시,차대사람,기타,안전운전 의무 불이행
28845,2018-10-10 20,야간,수,2,3,경북,김천시,차대차,기타,안전운전 의무 불이행
28846,2018-07-27 16,주간,금,1,1,전북,김제시,차대차,측면충돌,기타
28847,2018-10-27 15,주간,토,1,1,충북,영동군,차대차,추돌,안전운전 의무 불이행
28848,2018-06-07 16,주간,목,1,1,충남,계룡시,차량단독,기타,안전운전 의무 불이행
28849,2018-06-29 08,주간,금,1,1,충남,보령시,차대사람,횡단중,신호위반
28850,2018-05-04 13,주간,금,1,4,경기,하남시,차대차,기타,안전운전 의무 불이행
28851,2018-02-27 23,야간,화,1,1,경기,성남시,차대사람,차도통행중,안전운전 의무 불이행
28852,2018-09-03 11,주간,월,1,1,충남,홍성군,차대차,추돌,과속
28853,2018-03-17 19,야간,토,1,1,경북,경주시,차대사람,기타,안전운전 의무 불이행
28854,2018-03-18 03,야간,일,1,1,전북,군산시,차대차,정면충돌,중앙선 침범
28855,2018-09-19 05,야간,수,1,1,전북,완주군,차대사람,횡단중,보행자 보호의무 위반
28856,2018-08-11 17,주간,토,1,1,전남,나주시,차대차,기타,기타
28857,2018-10-12 23,야간,금,1,3,경북,문경시,차대차,추돌,안전운전 의무 불이행
28858,2018-04-23 22,야간,월,1,1,부산,사상구,차대사람,횡단중,과속
28859,2018-08-31 00,야간,금,1,1,경기,여주시,차대사람,횡단중,과속
28860,2018-12-23 13,주간,일,1,4,전남,화순군,차대사람,기타,보행자 보호의무 위반
28861,2018-03-18 20,야간,일,1,1,경북,경주시,차대사람,횡단중,과속
28862,2018-03-17 08,주간,토,1,4,서울,강남구,차대차,추돌,안전운전 의무 불이행
28863,2018-05-22 06,주간,화,1,1,울산,울주군,차량단독,전도,안전운전 의무 불이행
28864,2018-06-28 08,주간,목,1,1,강원,양양군,차대사람,횡단중,안전운전 의무 불이행
28865,2018-10-09 04,야간,화,1,1,경북,문경시,차대차,추돌,안전운전 의무 불이행
28866,2018-04-14 16,주간,토,1,1,경기,수원시,차량단독,공작물충돌,안전운전 의무 불이행
28867,2018-10-15 20,야간,월,2,12,경북,상주시,차대차,추돌,안전운전 의무 불이행
28868,2018-05-23 07,주간,수,1,1,울산,울주군,차대차,기타,중앙선 침범
28869,2018-04-14 20,야간,토,1,1,경기,성남시,차대차,측면충돌,안전거리 미확보
28870,2018-05-03 18,야간,목,2,2,경북,안동시,차량단독,도로이탈,안전운전 의무 불이행
28871,2018-02-25 23,야간,일,1,1,경기,의정부시,차대사람,기타,안전운전 의무 불이행
28872,2018-07-27 20,야간,금,1,1,충북,진천군,차대사람,횡단중,과속
28873,2018-10-27 19,야간,토,1,1,전남,영암군,차대사람,횡단중,안전운전 의무 불이행
28874,2018-03-18 07,주간,일,1,3,서울,강남구,차대차,정면충돌,신호위반
28875,2018-12-06 03,야간,목,1,20,충북,충주시,차대차,추돌,안전운전 의무 불이행
28876,2018-05-12 08,주간,토,1,1,부산,북구,차대사람,횡단중,신호위반
28877,2018-08-07 16,주간,화,1,1,경남,밀양시,차량단독,공작물충돌,안전운전 의무 불이행
28878,2018-05-21 03,야간,월,1,1,경기,포천시,차량단독,공작물충돌,안전운전 의무 불이행
28879,2018-11-05 11,주간,월,1,1,대전,대덕구,차대차,추돌,안전운전 의무 불이행
28880,2018-02-16 05,야간,금,1,1,경기,안산시,차대사람,횡단중,안전운전 의무 불이행
28881,2018-04-15 16,주간,일,1,1,경기,구리시,차량단독,전복,안전운전 의무 불이행
28882,2018-11-07 13,주간,수,1,1,충남,공주시,차대차,추돌,안전운전 의무 불이행
28883,2018-09-28 18,야간,금,1,1,서울,서초구,차대사람,횡단중,안전운전 의무 불이행
28884,2018-09-24 20,야간,월,1,2,부산,영도구,차량단독,공작물충돌,안전운전 의무 불이행
28885,2018-04-23 09,주간,월,1,1,세종,세종,차량단독,공작물충돌,안전운전 의무 불이행
28886,2018-09-28 11,주간,금,1,1,강원,삼척시,차량단독,도로이탈,안전운전 의무 불이행
28887,2018-05-05 12,주간,토,1,1,경북,안동시,차량단독,공작물충돌,안전운전 의무 불이행
28888,2018-06-18 22,야간,월,1,1,울산,북구,차대사람,횡단중,보행자 보호의무 위반
28889,2018-10-09 12,주간,화,1,1,전북,남원시,차대사람,횡단중,안전운전 의무 불이행
28890,2018-04-28 22,야간,토,1,1,경기,용인시,차대사람,횡단중,안전운전 의무 불이행
28891,2018-09-06 01,야간,목,1,2,경기,여주시,차량단독,도로이탈,과속
28892,2018-10-19 05,야간,금,2,5,경북,상주시,차대차,추돌,안전운전 의무 불이행
28893,2018-03-26 16,주간,월,1,1,전남,순천시,차량단독,기타,안전운전 의무 불이행
28894,2018-02-24 06,주간,토,1,3,경기,오산시,차대차,추돌,안전운전 의무 불이행
28895,2018-04-21 01,야간,토,1,1,경기,광명시,차대차,추돌,안전운전 의무 불이행
28896,2018-11-03 18,야간,토,1,1,전남,영암군,차량단독,도로이탈,안전운전 의무 불이행
28897,2018-08-20 11,주간,월,1,4,전남,나주시,차대차,정면충돌,중앙선 침범
28898,2018-12-18 07,주간,화,1,1,경기,광주시,차대차,추돌,안전운전 의무 불이행
28899,2018-11-05 01,야간,월,1,2,충남,태안군,차대차,정면충돌,중앙선 침범
28900,2018-03-29 19,야간,목,1,1,울산,중구,차대사람,횡단중,안전운전 의무 불이행
28901,2018-12-19 06,주간,수,1,1,충북,충주시,차대차,기타,안전운전 의무 불이행
28902,2018-07-04 01,야간,수,1,1,부산,동구,차대사람,기타,안전운전 의무 불이행
28903,2018-05-09 00,야간,수,1,1,경기,하남시,차대사람,횡단중,안전운전 의무 불이행
28904,2018-08-11 05,야간,토,1,1,전북,김제시,차대차,추돌,안전운전 의무 불이행
28905,2018-03-20 04,야간,화,1,1,서울,강남구,차대사람,횡단중,안전운전 의무 불이행
28906,2018-02-21 22,야간,수,1,5,서울,송파구,차대차,추돌,안전운전 의무 불이행
28907,2018-09-14 13,주간,금,1,1,경기,동두천시,차대사람,횡단중,보행자 보호의무 위반
28908,2018-12-05 06,주간,수,1,1,전남,해남군,차대사람,횡단중,안전운전 의무 불이행
28909,2018-08-13 10,주간,월,1,1,경남,밀양시,차대사람,횡단중,안전운전 의무 불이행
28910,2018-03-27 14,주간,화,1,1,전남,순천시,차대사람,차도통행중,안전운전 의무 불이행
28911,2018-10-05 11,주간,금,1,1,충남,예산군,차대차,정면충돌,신호위반
28912,2018-08-06 19,야간,월,1,1,경남,사천시,차대사람,기타,안전운전 의무 불이행
28913,2018-07-28 19,야간,토,1,1,경남,김해시,차량단독,기타,안전운전 의무 불이행
28914,2018-02-27 15,주간,화,1,1,경기,의정부시,차대차,측면충돌,안전운전 의무 불이행
28915,2018-04-22 20,야간,일,1,1,서울,강동구,차대사람,횡단중,보행자 보호의무 위반
28916,2018-04-30 09,주간,월,1,1,부산,사상구,차대사람,횡단중,안전운전 의무 불이행
28917,2018-07-13 14,주간,금,1,1,서울,은평구,차대차,기타,기타
28918,2018-11-08 14,주간,목,1,1,전남,영암군,차량단독,기타,안전운전 의무 불이행
28919,2018-05-07 18,야간,월,1,1,충남,당진시,차대차,측면충돌,기타
28920,2018-03-13 22,야간,화,1,1,경북,경산시,차대사람,횡단중,안전운전 의무 불이행
28921,2018-08-07 19,야간,화,1,1,경남,사천시,차대사람,횡단중,과속
28922,2018-04-12 02,야간,목,1,1,인천,연수구,차대사람,횡단중,안전운전 의무 불이행
28923,2018-04-20 20,야간,금,1,2,경남,김해시,차대차,측면충돌,기타
28924,2018-10-19 16,주간,금,1,1,전북,남원시,차대사람,기타,안전운전 의무 불이행
28925,2018-04-17 02,야간,화,1,2,부산,해운대구,차량단독,공작물충돌,과속
28926,2018-04-20 15,주간,금,2,3,경기,평택시,차대차,추돌,안전운전 의무 불이행
28927,2018-06-22 21,야간,금,1,1,충남,논산시,차대사람,차도통행중,안전운전 의무 불이행
28928,2018-03-23 23,야간,금,2,2,전남,여수시,차대차,측면충돌,신호위반
28929,2018-09-28 23,야간,금,1,1,서울,은평구,차대차,정면충돌,신호위반
28930,2018-03-22 06,주간,목,1,1,경기,화성시,차량단독,공작물충돌,안전운전 의무 불이행
28931,2018-10-29 09,주간,월,1,1,경북,고령군,차량단독,공작물충돌,안전운전 의무 불이행
28932,2018-03-24 03,야간,토,1,1,서울,서초구,차대사람,횡단중,안전운전 의무 불이행
28933,2018-10-29 10,주간,월,1,1,경북,영천시,차량단독,공작물충돌,안전운전 의무 불이행
28934,2018-02-28 22,야간,수,1,1,경기,파주시,차량단독,공작물충돌,안전운전 의무 불이행
28935,2018-09-25 19,야간,화,1,1,충남,홍성군,차대사람,횡단중,안전운전 의무 불이행
28936,2018-06-19 14,주간,화,1,1,서울,성북구,차대차,측면충돌,안전운전 의무 불이행
28937,2018-07-15 20,야간,일,1,1,경기,구리시,차대사람,차도통행중,과속
28938,2018-03-03 03,야간,토,1,2,경기,용인시,차대사람,횡단중,안전운전 의무 불이행
28939,2018-03-01 21,야간,목,1,2,충남,천안시,차대사람,차도통행중,안전운전 의무 불이행
28940,2018-09-07 19,야간,금,1,1,경기,의왕시,차대차,기타,신호위반
28941,2018-08-17 20,야간,금,1,1,경북,상주시,차량단독,도로이탈,안전운전 의무 불이행
28942,2018-04-20 04,야간,금,1,1,경남,창원시(통합),차대사람,차도통행중,안전운전 의무 불이행
28943,2018-08-18 20,야간,토,1,1,경북,상주시,차대차,추돌,안전거리 미확보
28944,2018-03-25 18,야간,일,2,3,경북,포항시,차량단독,공작물충돌,안전운전 의무 불이행
28945,2018-03-15 23,야간,목,1,1,서울,영등포구,차대사람,횡단중,과속
28946,2018-03-25 05,야간,일,1,1,충남,서천군,차대차,기타,안전운전 의무 불이행
28947,2018-03-16 09,주간,금,1,1,서울,영등포구,차대사람,기타,안전운전 의무 불이행
28948,2018-07-10 16,주간,화,1,1,부산,강서구,차대차,측면충돌,안전운전 의무 불이행
28949,2018-04-22 09,주간,일,1,10,경기,용인시,차대차,측면충돌,안전운전 의무 불이행
28950,2018-10-10 06,주간,수,1,2,부산,영도구,차량단독,공작물충돌,안전운전 의무 불이행
28951,2018-03-28 15,주간,수,1,1,부산,남구,차대사람,횡단중,안전운전 의무 불이행
28952,2018-07-01 13,주간,일,1,1,전남,광양시,차량단독,공작물충돌,안전운전 의무 불이행
28953,2018-03-25 01,야간,일,1,1,대전,대덕구,차대사람,기타,안전운전 의무 불이행
28954,2018-09-10 06,주간,월,1,3,서울,종로구,차대차,측면충돌,안전운전 의무 불이행
28955,2018-08-24 14,주간,금,1,1,전북,김제시,차대차,측면충돌,신호위반
28956,2018-04-07 05,야간,토,1,1,전북,전주시,차대사람,횡단중,과속
28957,2018-04-09 00,야간,월,1,3,인천,남동구,차대차,측면충돌,중앙선 침범
28958,2018-04-27 09,주간,금,1,2,경기,성남시,차대차,기타,안전거리 미확보
28959,2018-10-20 22,야간,토,1,1,충남,예산군,차량단독,전복,안전운전 의무 불이행
28960,2018-03-07 11,주간,수,1,2,경기,안산시,차대차,측면충돌,기타
28961,2018-10-21 07,주간,일,1,2,충남,예산군,차대차,추돌,안전운전 의무 불이행
28962,2018-04-24 12,주간,화,1,2,경남,김해시,차대차,측면충돌,중앙선 침범
28963,2018-08-15 13,주간,수,1,1,충북,진천군,차량단독,전도,안전운전 의무 불이행
28964,2018-06-19 19,야간,화,1,1,서울,도봉구,차대사람,횡단중,안전운전 의무 불이행
28965,2018-08-16 09,주간,목,1,1,충북,진천군,차대차,측면충돌,신호위반
28966,2018-03-16 18,야간,금,1,1,경북,경산시,차대사람,횡단중,안전운전 의무 불이행
28967,2018-04-10 11,주간,화,1,1,서울,마포구,차대사람,기타,안전운전 의무 불이행
28968,2018-12-21 11,주간,금,1,1,전남,해남군,차량단독,기타,안전운전 의무 불이행
28969,2018-05-03 17,주간,목,1,1,서울,동작구,차대사람,횡단중,안전운전 의무 불이행
28970,2018-11-21 20,야간,수,1,4,전남,영암군,차대차,추돌,안전운전 의무 불이행
28971,2018-10-01 02,야간,월,1,1,강원,동해시,차대사람,횡단중,안전운전 의무 불이행
28972,2018-12-03 01,야간,월,1,4,충남,천안시,차대차,추돌,안전운전 의무 불이행
28973,2018-03-11 12,주간,일,1,1,대구,동구,차대차,측면충돌,안전거리 미확보
28974,2018-08-11 05,야간,토,1,1,충남,공주시,차대사람,횡단중,신호위반
28975,2018-10-25 07,주간,목,1,2,충남,예산군,차대차,추돌,안전운전 의무 불이행
28976,2018-09-27 09,주간,목,1,1,부산,서구,차대차,정면충돌,중앙선 침범
28977,2018-08-21 08,주간,화,1,1,전북,정읍시,차대차,측면충돌,안전운전 의무 불이행
28978,2018-05-14 17,주간,월,1,1,충남,당진시,차대사람,횡단중,안전운전 의무 불이행
28979,2018-08-12 18,야간,일,1,1,충남,공주시,차량단독,공작물충돌,안전운전 의무 불이행
28980,2018-05-03 19,야간,목,1,1,세종,세종,차대차,측면충돌,신호위반
28981,2018-07-10 10,주간,화,1,6,인천,남구,차대차,추돌,안전거리 미확보
28982,2018-07-10 15,주간,화,1,1,인천,계양구,차대차,추돌,안전운전 의무 불이행
28983,2018-09-06 18,야간,목,1,1,전남,나주시,차량단독,도로이탈,안전운전 의무 불이행
28984,2018-03-31 13,주간,토,1,1,부산,남구,차대사람,횡단중,안전운전 의무 불이행
28985,2018-04-28 21,야간,토,1,1,서울,구로구,차대사람,횡단중,안전운전 의무 불이행
