교통사고이력ID(사고기록 순서),발생년월일시,주야코드,요일코드,사망자수,부상자수,중상자수,경상자수,부상신고자수,발생지시도코드,발생지시도코드,사고유형대분류코드,사고유형중분류코드,사고유형코드,법규위반코드,도로형태대분류코드,도로로형태코드
39903,2021-12-31 02,야간,금,1,1,0,0,0,제주,제주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39904,2021-12-08 18,야간,수,1,1,0,0,0,경기,광주시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,기타,기타
39905,2021-12-31 17,주간,금,1,1,0,0,0,제주,제주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로
39906,2021-11-19 08,주간,금,1,2,0,1,0,광주,광산구,차대차,측면충돌,측면충돌,기타,교차로,교차로내
39907,2021-12-02 11,주간,목,1,1,0,0,0,경기,부천시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39908,2021-10-25 18,야간,월,1,2,0,1,0,인천,서구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근
39909,2021-10-28 05,야간,목,1,2,1,0,0,경기,용인시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로
39910,2021-12-27 20,야간,월,3,5,0,0,2,충남,아산시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39911,2021-12-28 22,야간,화,1,2,0,0,1,충남,아산시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39912,2021-11-12 05,야간,금,1,1,0,0,0,광주,북구,차대차,기타,기타,안전거리 미확보,단일로,기타단일로
39913,2021-10-28 03,야간,목,1,1,0,0,0,경기,시흥시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로
39914,2021-11-14 18,야간,일,1,1,0,0,0,서울,송파구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로
39915,2021-12-19 09,주간,일,1,4,1,2,0,경기,광주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로
39916,2021-12-20 07,주간,월,1,1,0,0,0,경기,광주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내
39917,2021-12-05 07,주간,일,1,1,0,0,0,경기,수원시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39918,2021-11-17 12,주간,수,1,1,0,0,0,서울,송파구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39919,2021-12-26 21,야간,일,1,1,0,0,0,경기,파주시,차대사람,횡단중,횡단중,신호위반,교차로,교차로내
39920,2021-12-12 16,주간,일,1,1,0,0,0,경북,구미시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
39921,2021-12-07 16,주간,화,1,1,0,0,0,경기,수원시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,기타,기타
39922,2021-12-03 18,야간,금,1,3,0,2,0,광주,광산구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로
39923,2021-12-30 16,주간,목,1,1,0,0,0,경기,파주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근
39924,2021-11-12 06,주간,금,1,1,0,0,0,경기,용인시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로
39925,2021-12-11 02,야간,토,1,1,0,0,0,경기,수원시,차대차,추돌,추돌,기타,기타,기타
39926,2021-12-18 01,야간,토,1,1,0,0,0,경북,구미시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
39927,2021-11-10 06,주간,수,1,1,0,0,0,경기,시흥시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로
39928,2021-12-13 07,주간,월,1,1,0,0,0,경기,수원시,차대차,측면충돌,측면충돌,신호위반,기타,기타
39929,2021-11-25 22,야간,목,1,1,0,0,0,광주,북구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로
39930,2021-11-14 01,야간,일,1,2,1,0,0,인천,서구,차량단독,공작물충돌,공작물충돌,기타,단일로,기타단일로
39931,2021-11-13 18,야간,토,1,1,0,0,0,경기,부천시,차대사람,차도통행중,차도통행중,기타,단일로,기타단일로
39932,2021-11-30 17,주간,화,1,1,0,0,0,광주,북구,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,기타단일로
39933,2021-12-05 10,주간,일,1,1,0,0,0,충남,천안시,차대차,측면충돌,측면충돌,기타,단일로,기타단일로
39934,2021-11-18 18,야간,목,1,1,0,0,0,인천,서구,차대사람,기타,기타,안전운전 의무 불이행,기타,기타
39935,2021-12-07 19,야간,화,1,1,0,0,0,충남,천안시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
39936,2021-09-13 12,주간,월,1,2,0,1,0,경기,평택시,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근
39937,2021-12-30 19,야간,목,1,2,1,0,0,경북,구미시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,교량위
39938,2021-12-09 07,주간,목,1,1,0,0,0,서울,송파구,차대차,기타,기타,신호위반,단일로,기타단일로
39939,2021-12-11 08,주간,토,1,1,0,0,0,광주,북구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내
39940,2021-11-23 20,야간,화,1,1,0,0,0,경기,시흥시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내
39941,2021-09-23 23,야간,목,2,3,1,0,0,경기,평택시,차대차,추돌,추돌,기타,단일로,기타단일로
39942,2021-12-13 19,야간,월,2,5,1,2,0,대구,수성구,차대차,정면충돌,정면충돌,안전운전 의무 불이행,교차로,교차로부근
39943,2021-12-10 12,주간,금,1,1,0,0,0,경기,용인시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로
39944,2021-12-08 11,주간,수,1,1,0,0,0,인천,서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
39945,2021-09-28 05,야간,화,1,1,0,0,0,경기,평택시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내
39946,2021-12-08 07,주간,수,1,4,1,2,0,경기,시흥시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로부근
39947,2021-12-10 06,주간,금,1,1,0,0,0,경기,시흥시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39948,2021-12-17 21,야간,금,1,1,0,0,0,경기,용인시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39949,2021-10-04 06,주간,월,1,1,0,0,0,경기,평택시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
39950,2021-10-07 14,주간,목,1,11,3,7,0,경기,평택시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39951,2021-12-26 22,야간,일,1,1,0,0,0,경기,시흥시,차대차,측면충돌,측면충돌,교차로 통행방법 위반,교차로,교차로내
39952,2021-10-30 22,야간,토,1,2,1,0,0,경기,평택시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로
39953,2021-11-01 23,야간,월,3,4,1,0,0,경기,평택시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로
39954,2021-11-16 19,야간,화,1,1,0,0,0,경기,평택시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내
39955,2021-11-26 08,주간,금,1,1,0,0,0,경기,평택시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내
39956,2021-11-27 17,주간,토,1,1,0,0,0,경기,평택시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39957,2021-12-07 11,주간,화,1,1,0,0,0,경기,평택시,차대차,추돌,추돌,안전운전 의무 불이행,기타,기타
39958,2021-12-31 21,야간,금,1,1,0,0,0,강원,양구군,차량단독,전복,전복,중앙선 침범,단일로,기타단일로
39959,2021-12-26 01,야간,일,1,1,0,0,0,강원,홍천군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로
39960,2022-01-03 15,주간,월,1,2,1,0,0,경남,고성군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로
39961,2022-01-01 10,주간,토,1,1,0,0,0,전남,순천시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,교량위
39962,2022-01-01 17,주간,토,1,1,0,0,0,경기,연천군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로
39963,2022-01-01 14,주간,토,1,1,0,0,0,전북,전주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로
39964,2022-01-02 06,주간,일,1,1,0,0,0,서울,서대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
39965,2022-01-18 05,야간,화,2,2,0,0,0,전남,담양군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,기타,기타
39966,2022-01-08 18,야간,토,1,1,0,0,0,경북,영양군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로
39967,2022-01-05 22,야간,수,1,1,0,0,0,강원,횡성군,차대사람,차도통행중,차도통행중,기타,단일로,기타단일로
39968,2022-01-04 17,주간,화,1,1,0,0,0,부산,서구,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로
39969,2022-01-01 20,야간,토,1,1,0,0,0,부산,기장군,차대차,기타,기타,안전운전 의무 불이행,단일로,고가도로위
39970,2022-01-06 18,야간,목,1,1,0,0,0,경북,의성군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
39971,2022-01-04 15,주간,화,1,1,0,0,0,전남,완도군,차량단독,공작물충돌,공작물충돌,기타,단일로,기타단일로
39972,2022-01-08 20,야간,토,3,4,1,0,0,강원,화천군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
39973,2022-01-05 21,야간,수,1,3,0,2,0,인천,강화군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,지하차도(도로)내
39974,2022-01-06 15,주간,목,1,1,0,0,0,경남,창녕군,차대차,기타,기타,신호위반,교차로,교차로내
39975,2022-01-10 09,주간,월,1,1,0,0,0,대전,중구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39976,2022-01-03 16,주간,월,1,1,0,0,0,경북,울진군,차량단독,전도,전도,기타,단일로,기타단일로
39977,2022-01-13 12,주간,목,1,1,0,0,0,경북,고령군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39978,2022-01-06 08,주간,목,1,3,2,0,0,경북,울진군,차대사람,길가장자리구역통행중,길가장자리구역통행중,기타,단일로,기타단일로
39979,2022-01-05 04,야간,수,2,2,0,0,0,경기,의왕시,차대차,추돌,추돌,기타,단일로,기타단일로
39980,2022-01-02 20,야간,일,1,1,0,0,0,부산,기장군,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,기타단일로
39981,2022-01-02 21,야간,일,1,1,0,0,0,인천,남구,차대사람,차도통행중,차도통행중,기타,단일로,기타단일로
39982,2022-01-05 22,야간,수,1,3,0,2,0,부산,동구,차대차,추돌,추돌,안전거리 미확보,기타,기타
39983,2022-01-12 07,주간,수,1,1,0,0,0,경남,거창군,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내
39984,2022-01-03 04,야간,월,1,2,0,1,0,경기,성남시,차대차,추돌,추돌,안전운전 의무 불이행,기타,기타
39985,2022-01-27 05,야간,목,1,2,1,0,0,전남,장성군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로
39986,2022-01-21 05,야간,금,1,1,0,0,0,전남,함평군,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로
39987,2022-01-28 15,주간,금,1,1,0,0,0,전북,순창군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로
39988,2022-01-17 15,주간,월,1,2,0,1,0,강원,영월군,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로
39989,2022-01-10 06,주간,월,1,2,1,0,0,충남,공주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로
39990,2022-01-09 13,주간,일,1,1,0,0,0,경북,문경시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39991,2022-02-10 05,야간,목,1,1,0,0,0,전북,순창군,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,기타단일로
39992,2022-01-10 18,야간,월,1,1,0,0,0,전북,남원시,차대사람,보도통행중,보도통행중,보행자 보호의무 위반,교차로,교차로횡단보도내
39993,2022-01-04 21,야간,화,1,1,0,0,0,부산,연제구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로
39994,2022-01-19 19,야간,수,1,2,0,1,0,전남,완도군,차대차,기타,기타,기타,교차로,교차로부근
39995,2022-01-04 16,주간,화,1,2,0,1,0,경기,양주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
39996,2022-01-03 18,야간,월,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
39997,2022-03-04 21,야간,금,1,1,0,0,0,전북,장수군,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로
39998,2022-01-24 18,야간,월,1,1,0,0,0,경남,합천군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
39999,2022-02-17 02,야간,목,1,2,1,0,0,전북,완주군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로
40000,2022-01-08 10,주간,토,1,1,0,0,0,충남,보령시,차대차,측면충돌,측면충돌,기타,교차로,교차로내
40001,2022-01-05 04,야간,수,1,1,0,0,0,서울,동작구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내
40002,2022-01-03 15,주간,월,1,1,0,0,0,충북,청주시,차대사람,횡단중,횡단중,신호위반,교차로,교차로횡단보도내
40003,2022-01-05 06,주간,수,1,1,0,0,0,서울,동작구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로
40004,2022-03-15 14,주간,화,1,1,0,0,0,강원,인제군,차량단독,공작물충돌,공작물충돌,기타,단일로,기타단일로
40005,2022-02-10 15,주간,목,1,1,0,0,0,경남,의령군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로
40006,2022-01-27 13,주간,목,1,1,0,0,0,강원,횡성군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
40007,2022-01-22 20,야간,토,1,1,0,0,0,전남,완도군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로
40008,2022-01-10 03,야간,월,1,1,0,0,0,전남,해남군,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로
40009,2022-01-08 06,주간,토,1,2,0,1,0,경북,영주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로
40010,2022-01-06 21,야간,목,1,1,0,0,0,서울,성동구,차대사람,횡단중,횡단중,신호위반,단일로,기타단일로
40011,2022-02-06 18,야간,일,1,1,0,0,0,경남,하동군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
40012,2022-01-11 01,야간,화,1,1,0,0,0,전북,정읍시,차대차,측면충돌,측면충돌,중앙선 침범,교차로,교차로부근
40013,2022-02-11 10,주간,금,1,1,0,0,0,전남,진도군,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,기타단일로
40014,2022-02-07 12,주간,월,1,1,0,0,0,경남,하동군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로
40015,2022-01-06 01,야간,목,1,1,0,0,0,경기,포천시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
40016,2022-01-26 16,주간,수,1,1,0,0,0,전남,보성군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,기타,기타
